,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Density Value (g / ml),Density Uncertainty (g / ml),Source,Component 2,Role 2,Mole Fraction 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol)
156490,3ae26d8b27b849f88d616465493518a2,298.15,101.0,Liquid,2,CCO,Solvent,0.5,0.9474000000000002,0.00016,10.1021/je060217u,COC(=O)OC,Solvent,0.5,,
156495,e03c2948bc45480cbeb472b0c6286083,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.5167,0.9989500000000004,0.00016,10.1016/j.jct.2006.10.008,ClCCCCCCCl,Solvent,0.4833,,
156509,b13a5393e55741f7a4275ee491b9cca5,308.15,101.0,Liquid,2,CCCCCCC,Solvent,0.8459,0.6873800000000002,0.00016,10.1016/j.fluid.2015.05.031,CCOC=O,Solvent,0.1541,,
156556,798124b19ecf4559a0cd3d919e9977a6,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.8384,0.6976200000000001,0.00016,10.1016/j.fluid.2015.05.031,CCOC=O,Solvent,0.1616,,
156610,ed98d02516454ec386a84053a4b8062f,293.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.16,0.9589800000000004,0.00016,10.1016/j.jct.2007.05.009,O,Solvent,0.84,,
156614,39c0081d97e6476f875205b5656df531,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.12,0.9643900000000002,0.00016,10.1016/j.jct.2007.05.009,O,Solvent,0.88,,
156646,41f97f76c5754a1e83cc5a24ff916bf1,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.8003,0.7442700000000002,0.00016,10.1016/j.fluid.2008.06.019,Cc1ccccc1,Solvent,0.1997,,
156681,cb2c6609e59d4b61aaff7d779d8c7a0b,298.15,101.0,Liquid,2,CCCO,Solvent,0.0819,1.0700400000000003,0.00016,10.1021/je0601513,CS(C)=O,Solvent,0.9181,,
156683,02ff047d599b4a3e8a3149dccdf64eba,308.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.4039,0.8538100000000002,0.00016,10.1016/j.tca.2014.03.038,CO,Solvent,0.5961,,
156687,229c3caeaa2d4fa8a507dded3ba3afb1,308.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.8388,0.7224500000000003,0.00016,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1612,,
156712,e6e08f8f0913462aa92b2a9e017781d0,298.15,101.0,Liquid,2,CCCCO,Solvent,0.6999,0.9041690000000002,0.00016,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.3001,,
156713,63ac536e887a40ca91b125f175a8c9f3,303.15,101.325,Liquid,2,CS(C)=O,Solvent,0.9348,1.0698500000000002,0.00016,10.1016/j.jct.2004.07.024,Cc1ccccc1,Solvent,0.0652,,
156714,339a3da774f344848d8079089782c7ad,298.15,101.0,Liquid,2,CCO,Solvent,0.1958,0.8795500000000002,0.00016,10.1016/j.jct.2007.05.004,CCOC(C)=O,Solvent,0.8042,,
156758,ce46fcf9aebb4d2eac0137409e8caafe,303.15,101.3,Liquid,2,CC(=O)O,Solvent,0.196,0.9085900000000002,0.00016,10.1021/je0342825,CCOC(C)=O,Solvent,0.804,,
156837,cd69096e9a514416ae4a1bb3754e93b2,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.8405,0.7184900000000002,0.00016,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1595,,
156898,1d60b77b79d04b60bf3e5996508192f4,293.15,101.0,Liquid,2,CCO,Solvent,0.28096,0.9139000000000002,0.00016,10.1021/je060335h,O,Solvent,0.71904,,
156917,d4673d9dff704779b3cd56557ef7c100,298.15,101.0,Liquid,2,CCO,Solvent,0.2602,0.9157500000000002,0.00016,10.1021/je060335h,O,Solvent,0.7398,,
156920,726056d284854991bcaa45c7e227bdda,308.15,101.0,Liquid,2,CCO,Solvent,0.4949,0.8486400000000002,0.00016,10.1016/j.tca.2014.03.038,CN(C)CCO,Solvent,0.5051,,
156949,9d380fb6a10e49a0ac8133c2106fa78f,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.8125,1.0737400000000004,0.00016,10.1021/je0501991,OCc1ccccc1,Solvent,0.1875,,
156970,8c570de7774644f9839fe48f218a65cb,298.15,101.0,Liquid,2,CCO,Solvent,0.8008,0.8162500000000001,0.00016,10.1021/je600565m,CCOC(C)=O,Solvent,0.1992,,
156984,3ed08d7530874b3c9ec99973649c7834,298.15,101.0,Liquid,2,CCO,Solvent,0.7982,0.8107800000000002,0.00016,10.1021/je600565m,O,Solvent,0.2018,,
156994,0de3eef31e26413a8479d3fdc90e8247,298.15,101.0,Liquid,2,COC=O,Solvent,0.8333,1.0010000000000003,0.00016,10.1016/j.jct.2006.10.008,ClCCCCCCl,Solvent,0.1667,,
157000,3c8ce53fc83441e19991e45ba8291c4c,291.15,101.0,Liquid,2,CCCCC,Solvent,0.792,0.6680600000000001,0.00016,10.1016/j.fluid.2013.11.026,CCOC=O,Solvent,0.208,,
157020,0a10084c09654601889b1f9e14e34b66,291.15,101.0,Liquid,2,CCCCC,Solvent,0.382,0.7766100000000002,0.00016,10.1016/j.fluid.2013.11.026,COC=O,Solvent,0.618,,
157033,4564442dc6fe4f7992c14161596ea03e,298.15,101.0,Liquid,2,CCCCC,Solvent,0.8064,0.6709100000000001,0.00016,10.1016/j.fluid.2013.11.026,CCCCOC=O,Solvent,0.1936,,
157038,f76a3a44553446c3b7b6baee8cbcba89,313.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7999,0.6979700000000002,0.00016,10.1021/je4004806,CCCCO,Solvent,0.2001,,
157039,0ad5837f37fe4d96bf04a01e968bd056,308.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7999,0.7021800000000001,0.00016,10.1021/je4004806,CCCCO,Solvent,0.2001,,
157042,a78d5094dbaf42f0a78030a914d4735d,303.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7999,0.7063500000000001,0.00016,10.1021/je4004806,CCCCO,Solvent,0.2001,,
157043,6c776c3ade8d41d0b101c142cde19302,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7999,0.7105000000000001,0.00016,10.1021/je4004806,CCCCO,Solvent,0.2001,,
157049,370f1b28260b405e9e5c0b387810383d,293.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.7999,0.7146100000000002,0.00016,10.1021/je4004806,CCCCO,Solvent,0.2001,,
157065,bff2c62c7de047f3a16a1cdfae0fc16b,291.15,101.0,Liquid,2,CCCCC,Solvent,0.834,0.6653800000000002,0.00016,10.1016/j.fluid.2013.11.026,CCCOC=O,Solvent,0.166,,
157121,1dacdd3e1e5142a3a4daa0ea5b170d37,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.6526,1.03685,0.00016,10.1021/je0501991,OCCCc1ccccc1,Solvent,0.3474,,
157145,7f6437dd29384e5ea23f2d68b5444d90,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.7233,1.0444500000000003,0.00016,10.1021/je0501991,OCCCc1ccccc1,Solvent,0.2767,,
157147,75f3dfbc24f14b08910e0634a566c9a3,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.9027,1.0684000000000002,0.00016,10.1021/je0501991,OCCCc1ccccc1,Solvent,0.0973,,
157148,167c00a806c340969080c4a634a858df,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.7648,0.9995200000000002,0.00016,10.1016/j.jct.2006.10.008,ClCCCl,Solvent,0.2352,,
157150,ef23967debf34973b95107ba817329b1,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.4598,0.9925100000000002,0.00016,10.1021/je050085p,OCc1ccccc1,Solvent,0.5402,,
157151,2e90940b2d6144a3b0b82c5aa14b6586,298.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.6603,0.9962100000000004,0.00016,10.1016/j.jct.2005.03.020,ClCCCl,Solvent,0.3397,,
157154,66d8b16a6e8445ee9b7fea7f9e623fa5,313.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.504,1.0581900000000004,0.00016,10.1021/je025655p,OCC(F)(F)F,Solvent,0.496,,
157158,2efa36d9768249c890a7d7746f524a4e,298.15,101.325,Liquid,2,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.19977,1.0623600000000002,0.00016,10.1016/j.jct.2005.02.011,COCCOCCOC,Solvent,0.80023,,
157408,199d28dfc6dd4406923a9fed3215a2f8,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.273,0.8105400000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.727,,
157426,bde974f1311c4f3495e5f86ab14ef4be,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5889,0.7208300000000002,0.00016,10.1016/j.tca.2005.08.007,CCCCCC,Solvent,0.4111,,
157456,aba07d17ca814596aa29ccfde5d0b80e,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.4413,0.7708500000000003,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.5587,,
157460,8a509ca7070a49008e566433cae4cf12,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.3332,0.7954600000000003,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.6668,,
157461,266efccfcf814bfdaae99b3f89d1c98f,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.3831,0.7837300000000003,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.6169,,
157463,857ea956be724c2981e37fc3cf62c25e,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.9397,0.8969100000000002,0.00016,10.1016/j.jct.2008.10.007,ClCCCCCl,Solvent,0.0603,,
157475,96a2b1eb5c3d406da543f0e7bf4b7f37,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.9428,0.6924400000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.0572,,
157476,422d53f1a3ef427a88fdcfe850c38600,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.8841,0.7003300000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.1159,,
157478,d16002abd2c04a5ca4bd7e1208b59273,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.7943,0.7132700000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.2057,,
157479,0d81a1a9e3c042128872b80974ee08c3,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.7106,0.7265500000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.2894,,
157480,df24c10b15ce45b8bc78e2919b1f0937,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.6327,0.7400000000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.3673,,
157481,9283a0462f3b48d6a174c59c1eab947d,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.5604,0.7534300000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.4396,,
157485,f9e0fd6f0791447ea8f6f49a64267f08,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.4208,0.7825400000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.5792,,
157486,e63152854f1d47fdb433c9e4856d3c1f,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.3586,0.7969100000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.6414,,
157487,40d2ed00b1da48a9bc80b5b9a369cd35,291.15,101.32,Liquid,2,CCCCCCC,Solvent,0.2994,0.8115000000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.7006,,
157489,c9c0173ae26d450eacc4aa514374b5a9,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.9432,0.6864200000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.0568,,
157490,22697b38735b4e57800e6d056821577b,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.8804,0.6947200000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.1196,,
157491,7a46d6e9bbbe46eba96a853eec4b9b38,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.8507,0.6988500000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.1493,,
157500,146538d2a5f849ceb7e1194f88368e10,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.7019,0.7215100000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.2981,,
157504,ac71a21e6f9f41e8804fbe38b659a8c0,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.7413,0.7152000000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.2587,,
157505,f099dbe7da2f49d9abf106fe41059f64,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.7921,0.7073900000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.2079,,
157507,399055981b414d61a78382cfe989b9e6,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.9363,0.8806100000000002,0.00016,10.1016/j.jct.2008.10.007,ClCCCCCCl,Solvent,0.0637,,
157508,dfcc215a65c3430b88e2da38577e2a47,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.9367,0.8801400000000001,0.00016,10.1016/j.jct.2008.10.007,ClCCCCCCCl,Solvent,0.0633,,
157518,9a9c5b624aec46c28bf8bafc09ba5673,291.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.8402,0.7220100000000002,0.00016,10.1016/j.fluid.2015.05.031,CCCOC=O,Solvent,0.1598,,
157521,954eb54cff184572970fe7a362f26fc7,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.0753,0.9095200000000002,0.00016,10.1016/j.fluid.2015.05.031,COC=O,Solvent,0.9247,,
157525,f441d15d05c24b87b40fdc028b0a227a,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.6829,0.7247000000000002,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.3171,,
157527,39e6d37e87db42df94caca56fef19256,298.15,101.3,Liquid,2,C1CCOC1,Solvent,0.4018,1.1501500000000004,0.00016,10.1021/je034076x,OCC(F)(F)F,Solvent,0.5982,,
157537,b54635e4de6a417090c79a7adc878ded,293.15,101.0,Liquid,2,CC#N,Solvent,0.8001,0.7881100000000002,0.00016,10.1021/je050519g,CCCCCO,Solvent,0.1999,,
157565,d430d2d592774f36b9c2b7b3936416e5,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.2372,1.0971700000000004,0.00016,10.1016/j.jct.2009.05.006,CCCCOC=O,Solvent,0.7628,,
157567,c39672d47f524ce280701aa4ff0b77f8,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.8946,0.6734500000000002,0.00016,10.1021/je900557u,Cc1ccccc1,Solvent,0.1054,,
157578,3fb962f4cd984349a98add3a116bb765,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.5039,0.9991000000000002,0.00016,10.1016/j.jct.2006.10.008,ClCCCCCCl,Solvent,0.4961,,
157589,21a0ee4c94944379bc835f07ba8e7ad5,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.6297,0.7339000000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.3703,,
157611,26ba070a4139473cb08dc59fb03ee80f,298.15,101.32,Liquid,2,CCCCCCC,Solvent,0.5797,0.7430400000000001,0.00016,10.1021/je100832h,CCOC(C)=O,Solvent,0.4203,,
157619,d1686afbae0a41d49044ad21b2aa69d0,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.9,0.6815200000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.1,,
157627,2948f3ce113740998077970f256737d3,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.85,0.6826200000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.15,,
157629,9b23504de5a64081abbc3d115a5b968e,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.8,0.6837500000000002,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.2,,
157634,abbcd814bfe74a418b507ff9137fead3,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7028,1.0982400000000003,0.00016,10.1016/j.jct.2009.05.006,CCCCOC(=O)CCC,Solvent,0.2972,,
157638,41b13753027748b18ff56ef8d80eff1c,303.15,101.0,Liquid,2,CCO,Solvent,0.099,0.8810300000000002,0.00016,10.1016/j.jct.2007.05.004,CCOC(C)=O,Solvent,0.901,,
157639,d65de57aadd4447682b14538007e7f77,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.75,0.6849500000000002,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.25,,
157640,34d9274466714a18a57d86474db914b7,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7,0.6861700000000002,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.3,,
157663,3b40d7ea9b9843cd9391c52162d2d929,313.15,101.0,Liquid,2,CCCCO,Solvent,0.65,0.9035690000000002,0.00016,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.35,,
157669,bb6750fb450b476aa143a9fa0e807f0a,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.65,0.6874200000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.35,,
157671,ec5b041b28194d52b28d6ebe522d7e35,308.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.5997,1.00293,0.00016,10.1007/s10765-005-5570-x,ClCCCl,Solvent,0.4003,,
157674,9a58a54d9d364820a784215513c8bf82,303.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.6026,0.8486950000000002,0.00016,10.1021/je400134d,CNc1ccccc1,Solvent,0.3974,,
157675,c84ca2f5038742afa393db9c4c574514,313.15,101.0,Liquid,2,O,Solvent,0.394688,1.0825530000000003,0.00016,10.1016/j.tca.2012.01.007,OCCNCCO,Solvent,0.605312,,
157700,1194b262cc8440e595e94a70b0249f70,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.721,1.09383,0.00016,10.1016/j.jct.2009.05.006,CCCCOC(=O)CC,Solvent,0.279,,
157703,3153d5d144c04e74b9fb468543f08937,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5,0.6914200000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.5,,
157704,b4eee9d6665a47adb84b411043934334,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.55,0.6900300000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.45,,
157705,81e2d10bb49e4cc4aa2210a4e80c14ba,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.45,0.6928600000000001,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.55,,
157708,3111a0ca022541debab6826d389f2ec4,308.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6,0.6887200000000002,0.00016,10.1021/je050367p,CC(C)OC(C)C,Solvent,0.4,,
157710,de7a215003344fa7b4e699e4f370f542,298.15,101.3,Liquid,2,CC(=O)O,Solvent,0.2944,0.9255000000000002,0.00016,10.1021/je0342825,CCOC(C)=O,Solvent,0.7056,,
157712,9e2d186653df4ad2a73db25dac15640d,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.0521,0.9369550000000004,0.0001605,10.1016/j.tca.2011.02.002,Cc1ccncc1,Solvent,0.9479,,
157720,55caf53d7a624ea5ad7618138d8a22cc,303.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.0521,0.9418840000000004,0.0001605,10.1016/j.tca.2011.02.002,Cc1ccncc1,Solvent,0.9479,,
157722,9753c317cc6c4caf88a9e11d3be2cb5c,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.0521,0.9466780000000002,0.0001605,10.1016/j.tca.2011.02.002,Cc1ccncc1,Solvent,0.9479,,
157774,986d5ec7965749b099dba98ef93528cf,303.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5025,0.9009260000000002,0.0001615,10.1021/je100472t,CNc1ccccc1,Solvent,0.4975,,
157798,b42350bdadee41c88d091a3761927745,293.15,101.0,Liquid,2,O,Solvent,0.299958,1.0963670000000003,0.000162,10.1016/j.tca.2012.01.007,OCCNCCO,Solvent,0.700042,,
157799,3940c9a8faeb437ca50cb9babbd977ed,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.6499,0.9011550000000002,0.000162,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.3501,,
157836,d526b96c0c6c42fbbb51e52d9eac805c,303.14,101.0,Liquid,2,O,Solvent,0.394688,1.0890580000000003,0.000163,10.1016/j.tca.2012.01.007,OCCNCCO,Solvent,0.605312,,
157839,70dc4eb0b8454e35bc8b984f1923cc38,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7,0.9013080000000002,0.000163,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.3,,
157851,892f0e55b8bb4978b786eba08c934dfc,293.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.4872,0.9276150000000002,0.0001635,10.1021/je400134d,Cc1ccccc1,Solvent,0.5128,,
157857,31b1ab5d281e4834ab6db6b6645665a9,313.15,101.0,Liquid,2,CCCO,Solvent,0.7001,0.8996290000000002,0.0001635,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.2999,,
157864,9ac3bc4c818c40ce877a0cdb5b2a7576,313.15,101.0,Liquid,2,CC(C)CO,Solvent,0.65,0.8984020000000003,0.0001635,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.35,,
157877,597c3c3848714b89bb3205c205cc9fa1,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.49,0.9235800000000004,0.000164,10.1021/je400134d,Cc1ccccc1,Solvent,0.51,,
157878,25c6141074ff4d809ae4b5546321902d,303.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.4918,0.9195490000000002,0.000164,10.1021/je400134d,Cc1ccccc1,Solvent,0.5082,,
157887,197bff23e3674603889f94c19db59103,293.15,101.0,Liquid,2,CC(C)=O,Solvent,0.6446,0.8975350000000002,0.000164,10.1021/je900874z,Nc1ccccc1,Solvent,0.3554,,
157892,2073801435ae4f14bb9f01c267faf10d,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.495,0.9066940000000002,0.000164,10.1021/je100472t,CNc1ccccc1,Solvent,0.505,,
157893,1239cdcf15f0417781488672f200efb2,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7,0.8987460000000002,0.000164,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.3,,
157894,5888b526ec4d4ff3bcb5a77c41df650f,303.15,101.0,Liquid,2,CC(C)=O,Solvent,0.6037,0.8974220000000003,0.000164,10.1021/je900874z,Nc1ccccc1,Solvent,0.3963,,
157904,c1482901c69840189e53799dab33a751,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.7001,0.8971870000000002,0.0001645,10.1021/je100100n,CCOC(=O)CC(=O)OCC,Solvent,0.2999,,
157916,4510ce448b5347b791d36ba4eda15f8d,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7224,1.1066800000000003,0.000165,10.1016/j.jct.2009.05.006,CCCCOC(=O)CC,Solvent,0.2776,,
157935,a773ae94899d4ac180b52bd243d26820,291.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.8359,0.7250600000000001,0.000165,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1641,,
157975,53fec9f81f864d91bbbf4cf4ce8a9a75,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.3409,1.1111300000000004,0.000165,10.1016/j.jct.2009.05.006,CCCCOC(=O)CCC,Solvent,0.6591,,
157981,056de731ad0a4f71adca7ab05851ad81,298.15,101.0,Liquid,2,CCCCC,Solvent,0.748,0.6707000000000002,0.000165,10.1016/j.fluid.2013.11.026,CCOC=O,Solvent,0.252,,
158011,5597e8307d974f42bb498d3eefa92111,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7988,0.6665000000000002,0.000165,10.1016/j.fluid.2013.11.026,CCCOC=O,Solvent,0.2012,,
158014,8ab56199f357491aa58dfa4303749136,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7476,1.1085700000000005,0.000165,10.1016/j.jct.2009.05.006,CCCCOC(C)=O,Solvent,0.2524,,
158036,e950e231420b4145983ba463c8d3efd1,291.15,101.0,Liquid,2,CCCCC,Solvent,0.7972,0.6804100000000002,0.000165,10.1016/j.fluid.2013.11.026,CCCCOC=O,Solvent,0.2028,,
158042,3df88d169a5e476d86d1abe6e2123b27,313.15,101.0,Liquid,2,O,Solvent,0.500628,1.0807810000000002,0.000165,10.1016/j.tca.2012.01.007,OCCNCCO,Solvent,0.499372,,
158063,73aaf87e4c6c4ac7bc5d375630a07344,298.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.6981,0.9848400000000004,0.000165,10.1007/s10765-005-5570-x,ClCCCl,Solvent,0.3019,,
158064,baefa9b794e9405a8f033d716d9ef05e,308.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.8349,0.7180600000000001,0.000165,10.1016/j.fluid.2015.05.031,CCOC=O,Solvent,0.1651,,
158071,4048a024b3134256af837c453dbabe1d,308.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.8358,0.7079400000000002,0.000165,10.1016/j.fluid.2015.05.031,CCCOC=O,Solvent,0.1642,,
158079,84feeaa68085472ebe6f8bfa983704ac,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.6248,0.9950900000000004,0.000165,10.1016/j.jct.2006.10.008,ClCCCl,Solvent,0.3752,,
158080,15852c92631148c0ae7404368166bf11,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6704,0.9810200000000002,0.000165,10.1016/j.jct.2006.05.006,c1ccccc1,Solvent,0.3296,,
158089,191e384ecf6e49b89ee6f1823bad8fe0,291.15,101.0,Liquid,2,CCCCCCC,Solvent,0.8413,0.7103000000000002,0.000165,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1587,,
158093,73ae801b845646b3a8b1f2f3c70c5317,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.8366,0.7262600000000001,0.000165,10.1016/j.fluid.2015.05.031,CCOC=O,Solvent,0.1634,,
158094,37dc3bcfaaaf4997b210c232f84ac3cb,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5985,0.9808000000000002,0.000165,10.1016/j.jct.2006.05.006,c1ccccc1,Solvent,0.4015,,
158095,62693e49b8ef458093e5e455be45240f,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.8368,0.7308100000000001,0.000165,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1632,,
158096,61b73e5755474635ae627e651f904ba3,291.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.8362,0.7366600000000001,0.000165,10.1016/j.fluid.2015.05.031,CCCCOC=O,Solvent,0.1638,,
158098,7e204081ae004114925f05bb66901c51,298.15,101.0,Liquid,2,CCCCCCCC,Solvent,0.8364,0.7165700000000003,0.000165,10.1016/j.fluid.2015.05.031,CCCOC=O,Solvent,0.1636,,
158149,d00f937457284a4685c7184c0b0ebab5,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.8977,1.0203000000000002,0.000165,10.1016/j.jct.2006.05.006,c1ccccc1,Solvent,0.1023,,
158184,f3a6a615b03d4f7fbed9f75661d24bb4,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.9433,1.07831,0.000165,10.1021/je0501991,OCCc1ccccc1,Solvent,0.0567,,
